num,name,time,lat,lng,wind,pres,wind_pct,pres_pct
2017161N13119,MERBOK,2017-06-10 00:00:00,13,119,0,1006,-100,4.459
2017161N13119,MERBOK,2017-06-10 06:00:00,13.4,118.5,0,1006,-100,4.459
2017161N13119,MERBOK,2017-06-10 12:00:00,14,117.8,0,1006,-100,4.459
2017161N13119,MERBOK,2017-06-10 18:00:00,15,117.3,0,1004,-100,8.39
2017161N13119,MERBOK,2017-06-11 00:00:00,16,116.8,35,1002,0,15.757
2017161N13119,MERBOK,2017-06-11 06:00:00,17.1,116.6,35,1002,0,15.757
2017161N13119,MERBOK,2017-06-11 12:00:00,18.1,116.2,35,1002,0,15.757
2017161N13119,MERBOK,2017-06-11 18:00:00,19.3,115.6,40,998,10.928,27.967
2017161N13119,MERBOK,2017-06-12 00:00:00,20.1,114.9,45,994,22.064,39.314
2017161N13119,MERBOK,2017-06-12 06:00:00,21.2,114.5,50,990,33.442,48.188
2017161N13119,MERBOK,2017-06-12 12:00:00,22,114.4,55,985,43.392,55.687
2017161N13119,MERBOK,2017-06-12 18:00:00,22.9,114.6,45,994,22.064,39.314
2017161N13119,MERBOK,2017-06-13 00:00:00,24,115,0,1002,-100,15.757
2017161N13119,MERBOK,2017-06-13 06:00:00,25.5,115.7,0,1004,-100,8.39
