name,time,nature,lat,lng,wind,pres,wind_pct,pres_pct
ZENA,2016-04-07 12:00:00,NR,-22.4,-171.7,30,1000,17.816,9.721
FANTALA,2016-04-10 18:00:00,TS,-11.9,74.2,25,1008,15.982,2.095
FANTALA,2016-04-11 00:00:00,TS,-12.4,73.4,25,1006,15.982,5.366
FANTALA,2016-04-11 06:00:00,TS,-12.7,72.7,27,1005,27.01,7.802
FANTALA,2016-04-11 12:00:00,TS,-12.9,72,30,1003,34.099,14.525
FANTALA,2016-04-11 18:00:00,TS,-13.1,71.2,35,1000,43.016,24.256
FANTALA,2016-04-12 00:00:00,TS,-13.2,70.4,40,997,58.121,39.463
FANTALA,2016-04-12 06:00:00,TS,-13.2,69.7,45,992,67.127,53.48
FANTALA,2016-04-12 12:00:00,TS,-13,69.1,50,985,71.991,68.18
FANTALA,2016-04-12 18:00:00,TS,-12.9,68.7,55,980,78.464,75.514
FANTALA,2016-04-13 00:00:00,TS,-13,67.7,60,973,81.606,83.523
FANTALA,2016-04-13 06:00:00,TS,-12.8,66.8,70,965,87.624,87.816
FANTALA,2016-04-13 12:00:00,TS,-12.8,66,85,952,94.315,93.42
FANTALA,2016-04-13 18:00:00,TS,-12.7,65,70,975,87.624,81.308
FANTALA,2016-04-14 00:00:00,TS,-12.6,64.3,75,970,90.84,84.261
FANTALA,2016-04-14 06:00:00,TS,-12.5,63.5,85,950,94.315,93.547
FANTALA,2016-04-14 12:00:00,TS,-12.4,62.4,80,958,92.115,90.34
FANTALA,2016-04-14 18:00:00,TS,-12.3,61.6,70,973,87.624,83.523
FANTALA,2016-04-15 00:00:00,TS,-12.3,60.7,75,970,90.84,84.261
FANTALA,2016-04-15 06:00:00,TS,-12.3,59.6,95,955,97.223,90.523
FANTALA,2016-04-15 12:00:00,TS,-12.4,58.7,110,938,99.172,96.643
FANTALA,2016-04-15 18:00:00,TS,-12.5,58,110,938,99.172,96.643
FANTALA,2016-04-16 00:00:00,TS,-12.4,57.2,105,942,98.782,95.5
FANTALA,2016-04-16 06:00:00,TS,-12.2,56.3,105,942,98.782,95.5
FANTALA,2016-04-16 12:00:00,TS,-12,55.3,110,938,99.172,96.643
FANTALA,2016-04-16 18:00:00,TS,-11.6,54.5,115,935,99.545,96.778
FANTALA,2016-04-17 00:00:00,TS,-11.1,53.6,115,935,99.545,96.778
FANTALA,2016-04-17 06:00:00,TS,-10.6,52.7,115,935,99.545,96.778
FANTALA,2016-04-17 12:00:00,TS,-10.3,51.7,120,930,99.764,97.412
FANTALA,2016-04-17 18:00:00,TS,-9.8,50.8,135,915,99.976,99.413
FANTALA,2016-04-18 00:00:00,TS,-9.5,50.1,135,912,99.976,99.69
FANTALA,2016-04-18 06:00:00,TS,-9.3,49.6,135,910,99.976,99.698
FANTALA,2016-04-18 12:00:00,TS,-9.3,49.3,125,925,99.935,98.611
FANTALA,2016-04-18 18:00:00,TS,-9.3,49.3,115,935,99.545,96.778
FANTALA,2016-04-19 00:00:00,TS,-9.1,49.7,90,960,95.655,89.404
FANTALA,2016-04-19 06:00:00,TS,-9.4,50.1,70,975,87.624,81.308
FANTALA,2016-04-19 12:00:00,TS,-9.4,50.5,70,975,87.624,81.308
FANTALA,2016-04-19 18:00:00,TS,-9.7,51.1,70,975,87.624,81.308
FANTALA,2016-04-20 00:00:00,TS,-10,52,80,967,92.115,86.277
FANTALA,2016-04-20 06:00:00,TS,-10.5,52.7,85,963,94.315,89.142
FANTALA,2016-04-20 12:00:00,TS,-11,53.5,85,963,94.315,89.142
FANTALA,2016-04-20 18:00:00,TS,-11.5,54.2,85,963,94.315,89.142
FANTALA,2016-04-21 00:00:00,TS,-12,55,73,973,90.823,83.523
FANTALA,2016-04-21 06:00:00,TS,-12.3,55.7,60,983,81.606,74.236
FANTALA,2016-04-21 12:00:00,TS,-12.7,56.2,60,980,81.606,75.514
FANTALA,2016-04-21 18:00:00,TS,-12.9,56.7,70,970,87.624,84.261
FANTALA,2016-04-22 00:00:00,TS,-13.1,57,90,953,95.655,93.301
FANTALA,2016-04-22 06:00:00,TS,-13.1,57.2,90,963,95.655,89.142
FANTALA,2016-04-22 12:00:00,TS,-13,57.3,85,970,94.315,84.261
FANTALA,2016-04-22 18:00:00,TS,-12.8,57.3,70,978,87.624,77.617
FANTALA,2016-04-23 00:00:00,TS,-12.6,56.7,55,987,78.464,66.283
FANTALA,2016-04-23 06:00:00,TS,-12.2,55.9,42,992,62.888,53.48
FANTALA,2016-04-23 12:00:00,TS,-11.8,55.3,35,996,43.016,46.004
FANTALA,2016-04-23 18:00:00,TS,-11.5,54.5,30,999,34.099,33.63
FANTALA,2016-04-24 00:00:00,TS,-10.9,53.7,25,1002,15.982,17.851
FANTALA,2016-04-24 06:00:00,TS,-10.5,52.9,25,1003,15.982,14.525
FANTALA,2016-04-24 12:00:00,TS,-10.1,51.8,23,1004,11.272,11.136
FANTALA,2016-04-24 18:00:00,TS,-9.4,50.9,22,1005,11.142,7.802
FANTALA,2016-04-25 00:00:00,TS,-8.5,50.1,22,1005,11.142,7.802
FANTALA,2016-04-25 06:00:00,TS,-7.7,49.1,20,1006,1.324,5.366
FANTALA,2016-04-25 12:00:00,TS,-7.2,48.3,20,1006,1.324,5.366
FANTALA,2016-04-25 18:00:00,TS,-6.8,47.6,20,1006,1.324,5.366
FANTALA,2016-04-26 00:00:00,TS,-6.6,46.7,20,1006,1.324,5.366
FANTALA,2016-04-26 06:00:00,TS,-6.6,46,20,1007,1.324,3.564
FANTALA,2016-04-26 12:00:00,TS,-6.1,44.8,20,1007,1.324,3.564
FANTALA,2016-04-26 18:00:00,TS,-5.1,43.4,20,1008,1.324,2.095
AMOS,2016-04-20 03:00:00,NR,-12.5,-179.1,30,998,17.816,18.324
AMOS,2016-04-20 06:00:00,NR,-12.6,-179.4,30,998,17.816,18.324
AMOS,2016-04-20 09:00:00,NR,-12.7,-179.5,35,998,29.41,18.324
AMOS,2016-04-20 12:00:00,NR,-12.8,-179.8,35,995,29.41,29.749
AMOS,2016-04-20 15:00:00,NR,-12.8,-179.9,35,995,29.41,29.749
AMOS,2016-04-20 18:00:00,NR,-12.6,-179.9,35,995,29.41,29.749
AMOS,2016-04-21 00:00:00,NR,-12.6,-179.5,35,995,29.41,29.749
AMOS,2016-04-21 03:00:00,NR,-12.8,-179.4,40,995,39.771,29.749
AMOS,2016-04-21 06:00:00,NR,-12.9,-179.3,40,993,39.771,38.045
AMOS,2016-04-21 09:00:00,NR,-12.8,-179,45,992,48.107,39.078
AMOS,2016-04-21 12:00:00,NR,-12.7,-178.9,50,989,54.447,47.905
AMOS,2016-04-21 15:00:00,NR,-12.7,-178.6,50,988,54.447,48.24
AMOS,2016-04-21 18:00:00,NR,-12.7,-178.4,50,987,54.447,49.106
AMOS,2016-04-21 19:00:00,NR,-12.6,-178,55,986,63.399,54.525
AMOS,2016-04-21 21:00:00,NR,-12.6,-177.7,55,987,63.399,49.106
AMOS,2016-04-22 00:00:00,NR,-12.5,-177.4,60,980,68.301,63.017
AMOS,2016-04-22 03:00:00,NR,-12.5,-177.1,65,975,73.643,68.575
AMOS,2016-04-22 06:00:00,NR,-12.5,-176.8,70,973,78.309,74.162
AMOS,2016-04-22 09:00:00,NR,-12.5,-176.6,75,970,81.303,74.944
AMOS,2016-04-22 12:00:00,NR,-12.5,-176.3,80,965,83.886,79.665
AMOS,2016-04-22 15:00:00,NR,-12.5,-176,80,966,83.886,79.637
AMOS,2016-04-22 18:00:00,NR,-12.5,-175.5,80,965,83.886,79.665
AMOS,2016-04-22 21:00:00,NR,-12.4,-175,80,965,83.886,79.665
AMOS,2016-04-23 00:00:00,NR,-12.4,-174.5,80,965,83.886,79.665
AMOS,2016-04-23 03:00:00,NR,-12.6,-173.7,80,968,83.886,78.855
AMOS,2016-04-23 06:00:00,NR,-12.8,-173.2,80,965,83.886,79.665
AMOS,2016-04-23 09:00:00,NR,-13.1,-172.4,80,968,83.886,78.855
AMOS,2016-04-23 12:00:00,NR,-13.4,-171.8,80,970,83.886,74.944
AMOS,2016-04-23 15:00:00,NR,-13.5,-171.5,80,967,83.886,79.525
AMOS,2016-04-23 18:00:00,NR,-13.6,-171.1,80,973,83.886,74.162
AMOS,2016-04-23 21:00:00,NR,-13.7,-170.8,75,971,81.303,74.804
AMOS,2016-04-24 00:00:00,NR,-13.8,-170.5,70,978,78.309,67.235
AMOS,2016-04-24 03:00:00,NR,-13.9,-170.3,60,981,68.301,62.849
AMOS,2016-04-24 06:00:00,NR,-14,-170,50,985,54.447,55.223
AMOS,2016-04-24 09:00:00,NR,-14.1,-169.7,45,990,48.107,41.089
AMOS,2016-04-24 12:00:00,NR,-14.1,-169.2,40,995,39.771,29.749
AMOS,2016-04-24 15:00:00,NR,-14.2,-168.5,35,1003,29.41,4.469
AMOS,2016-04-24 18:00:00,NR,-14.4,-167.3,35,995,29.41,29.749
ROANU,2016-05-17 03:00:00,NR,11,81,25,1000,2.297,25.204
ROANU,2016-05-17 06:00:00,NR,11.3,80.9,25,999,2.297,36.088
ROANU,2016-05-17 12:00:00,NR,12,80.7,25,998,2.297,36.641
ROANU,2016-05-17 18:00:00,NR,12.5,80.7,25,998,2.297,36.641
ROANU,2016-05-18 00:00:00,NR,13,80.8,25,998,2.297,36.641
ROANU,2016-05-18 03:00:00,NR,13.3,81,30,997,19.647,47.549
ROANU,2016-05-18 06:00:00,NR,13.8,81,30,996,19.647,48.006
ROANU,2016-05-18 12:00:00,NR,14.4,81,30,996,19.647,48.006
ROANU,2016-05-18 18:00:00,NR,14.4,81,30,994,19.647,58.073
ROANU,2016-05-19 00:00:00,NR,15.1,81.4,35,990,36.855,72.513
ROANU,2016-05-19 03:00:00,NR,15.6,81.6,35,990,36.855,72.513
ROANU,2016-05-19 06:00:00,NR,15.6,81.6,40,988,53.958,79.433
ROANU,2016-05-19 12:00:00,NR,16,81.9,40,988,53.958,79.433
ROANU,2016-05-19 15:00:00,NR,16.2,82.2,40,988,53.958,79.433
ROANU,2016-05-19 18:00:00,NR,16.4,82.6,40,988,53.958,79.433
ROANU,2016-05-19 21:00:00,NR,16.8,82.8,40,988,53.958,79.433
ROANU,2016-05-20 00:00:00,NR,17.2,83.3,40,988,53.958,79.433
ROANU,2016-05-20 03:00:00,NR,18,84.2,40,988,53.958,79.433
ROANU,2016-05-20 06:00:00,NR,18.4,84.6,40,988,53.958,79.433
ROANU,2016-05-20 09:00:00,NR,18.8,85,40,988,53.958,79.433
ROANU,2016-05-20 12:00:00,NR,19.7,86.5,40,988,53.958,79.433
ROANU,2016-05-20 15:00:00,NR,20.1,87.1,40,986,53.958,84.118
ROANU,2016-05-20 18:00:00,NR,20.4,87.7,45,984,59.505,87.314
ROANU,2016-05-20 21:00:00,NR,20.7,88.4,45,983,59.505,88.707
ROANU,2016-05-21 00:00:00,NR,21,89,45,983,59.505,88.707
ROANU,2016-05-21 03:00:00,NR,21.5,90.3,45,983,59.505,88.707
ROANU,2016-05-21 06:00:00,NR,21.9,91,45,983,59.505,88.707
ROANU,2016-05-21 09:00:00,NR,22.5,91.5,45,983,59.505,88.707
ROANU,2016-05-21 12:00:00,NR,22.8,92,35,990,36.855,72.513
ROANU,2016-05-21 15:00:00,NR,23.5,93,30,992,19.647,66.555
ROANU,2016-05-21 18:00:00,NR,24,94,30,994,19.647,58.073
ROANU,2016-05-22 00:00:00,NR,24.5,94.7,20,996,0.565,48.006
BONNIE,2016-05-27 06:00:00,DS,27.2,-72.1,30,1010,17.645,5.681
BONNIE,2016-05-27 12:00:00,DS,27.7,-73.1,30,1009,17.645,9.984
BONNIE,2016-05-27 18:00:00,TS,28.3,-74.4,30,1009,17.645,9.984
BONNIE,2016-05-28 00:00:00,TS,28.8,-75.5,30,1009,17.645,9.984
BONNIE,2016-05-28 06:00:00,TS,29.4,-76.7,30,1009,17.645,9.984
BONNIE,2016-05-28 12:00:00,TS,30,-78,35,1008,32.623,15.951
BONNIE,2016-05-28 18:00:00,TS,30.7,-79.1,40,1008,42.727,15.951
BONNIE,2016-05-29 00:00:00,TS,31,-79.4,40,1007,42.727,21.551
BONNIE,2016-05-29 06:00:00,TS,31.7,-79.4,35,1007,32.623,21.551
BONNIE,2016-05-29 12:00:00,TS,32.7,-79.7,30,1007,17.645,21.551
BONNIE,2016-05-29 12:30:00,TS,32.8,-79.8,30,1007,17.645,21.551
BONNIE,2016-05-29 18:00:00,TS,33,-80.3,30,1010,17.645,5.681
BONNIE,2016-05-30 00:00:00,TS,32.7,-80.3,25,1011,5.031,3.78
BONNIE,2016-05-30 06:00:00,TS,33.1,-80,25,1011,5.031,3.78
BONNIE,2016-05-30 12:00:00,DS,33.3,-79.8,25,1012,5.031,2.14
BONNIE,2016-05-30 18:00:00,DS,33.4,-79.6,25,1011,5.031,3.78
BONNIE,2016-05-31 00:00:00,DS,33.2,-79.3,25,1009,5.031,9.984
BONNIE,2016-05-31 06:00:00,DS,33.1,-78.8,25,1007,5.031,21.551
BONNIE,2016-05-31 12:00:00,DS,33.2,-78.4,25,1007,5.031,21.551
BONNIE,2016-05-31 18:00:00,DS,33.3,-78,25,1007,5.031,21.551
BONNIE,2016-06-01 00:00:00,DS,33.4,-77.7,20,1008,0.874,15.951
BONNIE,2016-06-01 06:00:00,DS,33.4,-77.3,20,1009,0.874,9.984
BONNIE,2016-06-01 12:00:00,DS,33.4,-76.9,20,1009,0.874,9.984
BONNIE,2016-06-01 18:00:00,DS,33.5,-76.4,20,1010,0.874,5.681
BONNIE,2016-06-02 00:00:00,TS,34.1,-76,20,1010,0.874,5.681
BONNIE,2016-06-02 06:00:00,TS,34.7,-75.7,25,1010,5.031,5.681
BONNIE,2016-06-02 12:00:00,TS,35.1,-75.4,25,1009,5.031,9.984
BONNIE,2016-06-02 18:00:00,TS,35.4,-75,30,1008,17.645,15.951
BONNIE,2016-06-03 00:00:00,TS,35.6,-74.5,30,1006,17.645,26.919
BONNIE,2016-06-03 06:00:00,TS,35.7,-73.7,30,1006,17.645,26.919
BONNIE,2016-06-03 12:00:00,TS,35.9,-72.6,35,1006,32.623,26.919
BONNIE,2016-06-03 18:00:00,TS,35.9,-71.4,35,1006,32.623,26.919
BONNIE,2016-06-04 00:00:00,TS,35.9,-70.2,35,1006,32.623,26.919
BONNIE,2016-06-04 06:00:00,TS,35.9,-68.9,35,1006,32.623,26.919
BONNIE,2016-06-04 12:00:00,TS,35.6,-67.3,30,1007,17.645,21.551
BONNIE,2016-06-04 18:00:00,TS,35.1,-65.9,30,1008,17.645,15.951
BONNIE,2016-06-05 00:00:00,DS,34.8,-64.6,25,1009,5.031,9.984
BONNIE,2016-06-05 06:00:00,DS,34.3,-63,25,1011,5.031,3.78
BONNIE,2016-06-05 12:00:00,DS,33.8,-61.2,25,1011,5.031,3.78
BONNIE,2016-06-05 18:00:00,DS,33.4,-59.2,25,1012,5.031,2.14
BONNIE,2016-06-06 00:00:00,DS,33,-57.1,25,1013,5.031,1.348
BONNIE,2016-06-06 06:00:00,DS,32.4,-54.5,25,1013,5.031,1.348
BONNIE,2016-06-06 12:00:00,DS,31.6,-51.5,25,1014,5.031,0.775
BONNIE,2016-06-06 18:00:00,DS,31,-48.7,25,1014,5.031,0.775
BONNIE,2016-06-07 00:00:00,DS,30.3,-46.2,25,1015,5.031,0.463
BONNIE,2016-06-07 06:00:00,DS,29.6,-42.9,25,1015,5.031,0.463
BONNIE,2016-06-07 12:00:00,DS,29.2,-40.3,30,1015,17.645,0.463
BONNIE,2016-06-07 18:00:00,ET,28.9,-38,30,1015,17.645,0.463
BONNIE,2016-06-08 00:00:00,ET,28.8,-36.2,30,1015,17.645,0.463
BONNIE,2016-06-08 06:00:00,ET,28.9,-34.7,25,1015,5.031,0.463
BONNIE,2016-06-08 12:00:00,ET,29.1,-33.5,25,1016,5.031,0.283
BONNIE,2016-06-08 18:00:00,ET,29.5,-32.5,25,1016,5.031,0.283
BONNIE,2016-06-09 00:00:00,ET,29.9,-31.7,25,1019,5.031,0.123
BONNIE,2016-06-09 06:00:00,ET,30.2,-30.9,25,1018,5.031,0.15
BONNIE,2016-06-09 12:00:00,ET,30.4,-30.2,25,1018,5.031,0.15
BONNIE,2016-06-09 18:00:00,ET,30.6,-29.5,25,1020,5.031,0.077
ONE,2016-06-06 06:00:00,DS,13,-99.2,25,1007,5.031,21.551
ONE,2016-06-06 12:00:00,TS,13.5,-98.2,25,1007,5.031,21.551
ONE,2016-06-06 18:00:00,TS,13.9,-97.1,30,1006,17.645,26.919
ONE,2016-06-07 00:00:00,TS,14.3,-96.2,30,1006,17.645,26.919
ONE,2016-06-07 06:00:00,TS,14.7,-95.6,30,1006,17.645,26.919
ONE,2016-06-07 12:00:00,TS,15.1,-95,30,1006,17.645,26.919
ONE,2016-06-07 18:00:00,TS,15.5,-94.7,30,1006,17.645,26.919
ONE,2016-06-08 00:00:00,DS,15.8,-94.7,25,1006,5.031,26.919
ONE,2016-06-08 06:00:00,DS,16,-94.7,25,1006,5.031,26.919
COLIN,2016-06-05 12:00:00,TS,21.6,-88,30,1005,17.645,32.311
COLIN,2016-06-05 18:00:00,TS,22.4,-87.9,35,1005,32.623,32.311
COLIN,2016-06-06 00:00:00,TS,23.2,-87.8,35,1003,32.623,42.121
COLIN,2016-06-06 06:00:00,TS,24.6,-87.6,40,1004,42.727,38.284
COLIN,2016-06-06 12:00:00,TS,26.4,-87.3,45,1004,50.436,38.284
COLIN,2016-06-06 18:00:00,TS,28.1,-86.1,45,1003,50.436,42.121
COLIN,2016-06-07 00:00:00,TS,29.4,-84.3,45,1001,50.436,49.193
COLIN,2016-06-07 02:00:00,TS,29.8,-83.6,45,1001,50.436,49.193
COLIN,2016-06-07 06:00:00,TS,30.7,-82.1,45,1003,50.436,42.121
COLIN,2016-06-07 12:00:00,ET,33.2,-78.5,45,1000,50.436,51.359
COLIN,2016-06-07 18:00:00,ET,35.5,-74.4,50,996,58.682,62.059
COLIN,2016-06-08 00:00:00,ET,38,-70,50,994,58.682,65.466
COLIN,2016-06-08 06:00:00,ET,40,-65,50,992,58.682,69.087
COLIN,2016-06-08 12:00:00,ET,41,-61,50,988,58.682,74.059
COLIN,2016-06-08 18:00:00,ET,43,-58,45,987,50.436,75.141
DANIELLE,2016-06-18 18:00:00,DS,19.4,-91.6,25,1010,5.031,5.681
DANIELLE,2016-06-19 00:00:00,DS,19.7,-92.3,25,1009,5.031,9.984
DANIELLE,2016-06-19 06:00:00,DS,19.9,-93.2,25,1009,5.031,9.984
DANIELLE,2016-06-19 12:00:00,TS,19.9,-94.1,30,1008,17.645,15.951
DANIELLE,2016-06-19 18:00:00,TS,19.8,-94.6,30,1009,17.645,9.984
DANIELLE,2016-06-20 00:00:00,TS,19.8,-95.1,30,1008,17.645,15.951
DANIELLE,2016-06-20 06:00:00,TS,20,-95.5,35,1008,32.623,15.951
DANIELLE,2016-06-20 12:00:00,TS,20.7,-96.1,40,1007,42.727,21.551
DANIELLE,2016-06-20 18:00:00,TS,21.3,-96.8,35,1008,32.623,15.951
DANIELLE,2016-06-20 22:00:00,TS,21.2,-97.4,35,1009,32.623,9.984
DANIELLE,2016-06-21 00:00:00,TS,21.1,-97.8,30,1010,17.645,5.681
DANIELLE,2016-06-21 06:00:00,DS,20.8,-98.7,20,1013,0.874,1.348
TWO,2016-06-27 09:00:00,NR,21.5,64.5,25,996,2.297,48.006
TWO,2016-06-27 12:00:00,NR,21.5,64,25,996,2.297,48.006
TWO,2016-06-27 18:00:00,NR,21.5,64,25,996,2.297,48.006
TWO,2016-06-28 00:00:00,NR,21.8,64,25,996,2.297,48.006
TWO,2016-06-28 03:00:00,NR,21.3,62.5,25,996,2.297,48.006
TWO,2016-06-28 06:00:00,NR,21.3,62.5,25,996,2.297,48.006
TWO,2016-06-28 12:00:00,NR,20.8,62.3,25,996,2.297,48.006
TWO,2016-06-28 18:00:00,NR,20.3,62.4,25,996,2.297,48.006
TWO,2016-06-29 00:00:00,NR,20.3,62.3,25,996,2.297,48.006
AGATHA,2016-07-01 06:00:00,DS,13.3,-114.3,25,1008,5.031,15.951
AGATHA,2016-07-01 12:00:00,DS,13.7,-115.1,25,1008,5.031,15.951
AGATHA,2016-07-01 18:00:00,DS,14.1,-115.9,25,1008,5.031,15.951
AGATHA,2016-07-02 00:00:00,TS,14.5,-116.7,25,1007,5.031,21.551
AGATHA,2016-07-02 06:00:00,TS,14.9,-117.6,30,1006,17.645,26.919
AGATHA,2016-07-02 12:00:00,TS,15.3,-118.5,30,1006,17.645,26.919
AGATHA,2016-07-02 18:00:00,TS,15.8,-119.7,35,1005,32.623,32.311
AGATHA,2016-07-03 00:00:00,TS,16.3,-121,40,1004,42.727,38.284
AGATHA,2016-07-03 06:00:00,TS,16.8,-122.1,45,1002,50.436,45.642
AGATHA,2016-07-03 12:00:00,TS,17.2,-123.3,45,1002,50.436,45.642
AGATHA,2016-07-03 18:00:00,TS,17.5,-124.4,40,1004,42.727,38.284
AGATHA,2016-07-04 00:00:00,TS,17.8,-125.5,40,1004,42.727,38.284
AGATHA,2016-07-04 06:00:00,TS,18.1,-126.6,40,1006,42.727,26.919
AGATHA,2016-07-04 12:00:00,TS,18.4,-127.7,35,1007,32.623,21.551
AGATHA,2016-07-04 18:00:00,TS,18.8,-128.8,30,1008,17.645,15.951
AGATHA,2016-07-05 00:00:00,TS,19.1,-129.9,30,1008,17.645,15.951
AGATHA,2016-07-05 06:00:00,DS,19.4,-130.9,30,1008,17.645,15.951
AGATHA,2016-07-05 12:00:00,DS,19.6,-131.9,25,1009,5.031,9.984
AGATHA,2016-07-05 18:00:00,DS,19.8,-132.9,25,1009,5.031,9.984
AGATHA,2016-07-06 00:00:00,DS,20,-133.9,25,1009,5.031,9.984
AGATHA,2016-07-06 06:00:00,DS,20.2,-134.9,25,1010,5.031,5.681
AGATHA,2016-07-06 12:00:00,DS,20.4,-135.9,25,1010,5.031,5.681
AGATHA,2016-07-06 18:00:00,DS,20.6,-137,25,1010,5.031,5.681
AGATHA,2016-07-07 00:00:00,DS,20.7,-138.1,25,1010,5.031,5.681
AGATHA,2016-07-07 06:00:00,DS,20.8,-139.1,25,1010,5.031,5.681
AGATHA,2016-07-07 12:00:00,DS,20.8,-140,25,1010,5.031,5.681
AGATHA,2016-07-07 18:00:00,DS,20.7,-140.8,25,1010,5.031,5.681
AGATHA,2016-07-08 00:00:00,DS,20.6,-141.5,25,1010,5.031,5.681
AGATHA,2016-07-08 06:00:00,DS,20.4,-142.2,25,1010,5.031,5.681
NEPARTAK,2016-07-02 12:00:00,TS,8.3,145.1,0,1006,-100,4.459
NEPARTAK,2016-07-02 18:00:00,TS,8.6,145,0,1004,-100,8.39
NEPARTAK,2016-07-03 00:00:00,TS,8.9,144.9,35,1002,0,15.757
NEPARTAK,2016-07-03 06:00:00,TS,9.2,144.8,35,1002,0,15.757
NEPARTAK,2016-07-03 12:00:00,TS,10,144.4,35,1000,0,21.041
NEPARTAK,2016-07-03 18:00:00,TS,10.9,143.9,40,996,10.928,33.112
NEPARTAK,2016-07-04 00:00:00,TS,11.9,142.6,40,996,10.928,33.112
NEPARTAK,2016-07-04 06:00:00,TS,12.8,141.1,45,994,22.064,39.314
NEPARTAK,2016-07-04 12:00:00,TS,13.5,139.6,50,990,33.442,48.188
NEPARTAK,2016-07-04 18:00:00,TS,14.5,138.2,60,980,51.677,63.058
NEPARTAK,2016-07-05 00:00:00,TS,15.3,136.6,65,965,59.318,78.285
NEPARTAK,2016-07-05 06:00:00,TS,16.3,135.1,75,955,72.95,85.158
NEPARTAK,2016-07-05 12:00:00,TS,17.1,133.5,85,940,84.969,92.587
NEPARTAK,2016-07-05 18:00:00,TS,18,131.9,95,925,93.258,96.982
NEPARTAK,2016-07-06 00:00:00,TS,18.7,130.1,100,915,95.689,98.663
NEPARTAK,2016-07-06 06:00:00,TS,19.5,128.4,110,900,98.664,99.657
NEPARTAK,2016-07-06 12:00:00,TS,20.1,127,110,900,98.664,99.657
NEPARTAK,2016-07-06 18:00:00,TS,20.7,125.6,110,900,98.664,99.657
NEPARTAK,2016-07-07 00:00:00,TS,21.3,124.3,110,900,98.664,99.657
NEPARTAK,2016-07-07 06:00:00,TS,21.6,123.4,110,900,98.664,99.657
NEPARTAK,2016-07-07 12:00:00,TS,22,122.6,110,900,98.664,99.657
NEPARTAK,2016-07-07 18:00:00,TS,22.4,121.7,90,920,89.463,98.004
NEPARTAK,2016-07-08 00:00:00,TS,22.6,120.6,75,950,72.95,87.899
NEPARTAK,2016-07-08 06:00:00,TS,23.2,120.1,65,975,59.318,69.456
NEPARTAK,2016-07-08 12:00:00,TS,23.2,119.9,50,985,33.442,55.687
NEPARTAK,2016-07-08 18:00:00,TS,23.4,119.8,45,985,22.064,55.687
NEPARTAK,2016-07-09 00:00:00,TS,24.3,118.8,35,992,0,43.677
NEPARTAK,2016-07-09 06:00:00,TS,24.8,118.5,0,994,-100,39.314
NEPARTAK,2016-07-09 12:00:00,TS,25.4,117.9,0,996,-100,33.112
NEPARTAK,2016-07-09 18:00:00,TS,25.9,117.2,0,996,-100,33.112
NEPARTAK,2016-07-10 00:00:00,TS,26.4,116.7,0,998,-100,27.967
BLAS,2016-07-02 18:00:00,TS,10.8,-106.8,25,1008,5.031,15.951
BLAS,2016-07-03 00:00:00,TS,11.1,-107.8,30,1007,17.645,21.551
BLAS,2016-07-03 06:00:00,TS,11.4,-108.8,40,1006,42.727,26.919
BLAS,2016-07-03 12:00:00,TS,11.7,-109.8,50,1005,58.682,32.311
BLAS,2016-07-03 18:00:00,TS,12,-110.7,55,1003,64.412,42.121
BLAS,2016-07-04 00:00:00,TS,12.3,-111.7,55,1002,64.412,45.642
BLAS,2016-07-04 06:00:00,TS,12.6,-112.7,60,1000,69.835,51.359
BLAS,2016-07-04 12:00:00,TS,13,-113.9,65,994,74.042,65.466
BLAS,2016-07-04 18:00:00,TS,13.4,-115.1,70,989,78.944,73.154
BLAS,2016-07-05 00:00:00,TS,13.8,-116.4,75,985,82.043,77.843
BLAS,2016-07-05 06:00:00,TS,14,-117.9,85,978,87.386,84.226
BLAS,2016-07-05 12:00:00,TS,14.1,-119.2,95,970,91.67,88.582
BLAS,2016-07-05 18:00:00,TS,14.2,-120.2,105,960,94.649,92.985
BLAS,2016-07-06 00:00:00,TS,14.3,-121.2,120,947,97.803,96.925
BLAS,2016-07-06 06:00:00,TS,14.5,-122.1,115,951,96.564,95.754
BLAS,2016-07-06 12:00:00,TS,14.8,-123.1,110,956,95.559,94.476
BLAS,2016-07-06 18:00:00,TS,15.1,-124.2,110,956,95.559,94.476
BLAS,2016-07-07 00:00:00,TS,15.5,-125,110,956,95.559,94.476
BLAS,2016-07-07 06:00:00,TS,15.8,-125.9,110,956,95.559,94.476
BLAS,2016-07-07 12:00:00,TS,16.1,-126.7,105,958,94.649,93.967
BLAS,2016-07-07 18:00:00,TS,16.4,-127.5,100,964,92.94,91.813
BLAS,2016-07-08 00:00:00,TS,16.7,-128.3,95,968,91.67,90.116
BLAS,2016-07-08 06:00:00,TS,17.1,-128.9,90,972,89.126,87.74
BLAS,2016-07-08 12:00:00,TS,17.6,-129.6,85,974,87.386,86.745
BLAS,2016-07-08 18:00:00,TS,18.1,-130.2,75,980,82.043,82.079
BLAS,2016-07-09 00:00:00,TS,18.6,-130.8,70,985,78.944,77.843
BLAS,2016-07-09 06:00:00,TS,19.2,-131.4,60,992,69.835,69.087
BLAS,2016-07-09 12:00:00,TS,19.8,-132.1,55,995,64.412,63.38
BLAS,2016-07-09 18:00:00,TS,20.5,-132.9,45,1002,50.436,45.642
BLAS,2016-07-10 00:00:00,TS,20.9,-133.8,35,1003,32.623,42.121
BLAS,2016-07-10 06:00:00,DS,21.1,-134.7,30,1007,17.645,21.551
