name,time,nature,lat,lng,wind,pres,wind_pct,pres_pct
PAINE,2016-09-20 18:00:00,DS,26.6,-117,35,1003,32.623,42.121
PAINE,2016-09-21 00:00:00,DS,27.5,-116.6,30,1005,17.645,32.311
PAINE,2016-09-21 06:00:00,DS,28.3,-116.2,25,1006,5.031,26.919
PAINE,2016-09-21 12:00:00,DS,29.1,-115.8,20,1008,0.874,15.951
LISA,2016-09-19 06:00:00,DS,13.2,-26.7,25,1008,5.031,15.951
LISA,2016-09-19 12:00:00,TS,13.4,-27.3,30,1007,17.645,21.551
LISA,2016-09-19 18:00:00,TS,13.6,-27.8,30,1007,17.645,21.551
LISA,2016-09-20 00:00:00,TS,13.9,-28.4,30,1007,17.645,21.551
LISA,2016-09-20 06:00:00,TS,14.4,-29.3,30,1007,17.645,21.551
LISA,2016-09-20 12:00:00,TS,15.1,-30,35,1006,32.623,26.919
LISA,2016-09-20 18:00:00,TS,16,-30.7,40,1004,42.727,38.284
LISA,2016-09-21 00:00:00,TS,16.7,-31.3,40,1004,42.727,38.284
LISA,2016-09-21 06:00:00,TS,17.2,-31.7,45,1002,50.436,45.642
LISA,2016-09-21 12:00:00,TS,17.7,-32.1,45,1002,50.436,45.642
LISA,2016-09-21 18:00:00,TS,18.3,-32.4,40,1004,42.727,38.284
LISA,2016-09-22 00:00:00,TS,18.9,-32.7,40,1005,42.727,32.311
LISA,2016-09-22 06:00:00,TS,19.3,-33.3,40,1004,42.727,38.284
LISA,2016-09-22 12:00:00,TS,19.7,-33.8,45,999,50.436,56.052
LISA,2016-09-22 18:00:00,TS,20.3,-34.2,45,999,50.436,56.052
LISA,2016-09-23 00:00:00,TS,20.9,-34.8,40,1003,42.727,42.121
LISA,2016-09-23 06:00:00,TS,21.5,-35.4,35,1007,32.623,21.551
LISA,2016-09-23 12:00:00,TS,22,-35.9,35,1008,32.623,15.951
LISA,2016-09-23 18:00:00,TS,22.4,-36.3,35,1009,32.623,9.984
LISA,2016-09-24 00:00:00,TS,22.9,-36.8,35,1009,32.623,9.984
LISA,2016-09-24 06:00:00,TS,23.6,-37.4,40,1007,42.727,21.551
LISA,2016-09-24 12:00:00,TS,24.4,-38.1,40,1007,42.727,21.551
LISA,2016-09-24 18:00:00,TS,24.9,-39.2,35,1009,32.623,9.984
LISA,2016-09-25 00:00:00,TS,25.4,-40.4,30,1011,17.645,3.78
LISA,2016-09-25 06:00:00,DS,26.5,-41.4,30,1011,17.645,3.78
LISA,2016-09-25 12:00:00,DS,27.6,-42.5,30,1012,17.645,2.14
LISA,2016-09-25 18:00:00,DS,28.9,-42.5,35,1013,32.623,1.348
LISA,2016-09-26 00:00:00,DS,29.8,-42.1,40,1014,42.727,0.775
LISA,2016-09-26 06:00:00,DS,30.6,-41.2,40,1014,42.727,0.775
LISA,2016-09-26 12:00:00,DS,31.6,-40.5,40,1014,42.727,0.775
MEGI,2016-09-22 18:00:00,TS,15.4,141.1,0,1002,-100,15.757
MEGI,2016-09-23 00:00:00,TS,15.7,140.6,0,1000,-100,21.041
MEGI,2016-09-23 06:00:00,TS,16,139.7,0,1000,-100,21.041
MEGI,2016-09-23 12:00:00,TS,16.4,138.8,0,998,-100,27.967
MEGI,2016-09-23 18:00:00,TS,16.9,137.6,35,994,0,39.314
MEGI,2016-09-24 00:00:00,TS,17.5,136.5,40,990,10.928,48.188
MEGI,2016-09-24 06:00:00,TS,18.3,135.3,45,980,22.064,63.058
MEGI,2016-09-24 12:00:00,TS,18.7,133.9,55,975,43.392,69.456
MEGI,2016-09-24 18:00:00,TS,19,132.9,65,970,59.318,74.253
MEGI,2016-09-25 00:00:00,TS,19.5,131.6,65,970,59.318,74.253
MEGI,2016-09-25 06:00:00,TS,19.9,130.3,65,970,59.318,74.253
MEGI,2016-09-25 12:00:00,TS,20.2,129.3,65,970,59.318,74.253
MEGI,2016-09-25 18:00:00,TS,20.6,128.2,65,970,59.318,74.253
MEGI,2016-09-26 00:00:00,TS,20.8,127.3,65,970,59.318,74.253
MEGI,2016-09-26 06:00:00,TS,21.4,126.2,70,960,65.626,81.843
MEGI,2016-09-26 09:00:00,TS,21.6,125.9,70,960,65.626,81.843
MEGI,2016-09-26 12:00:00,TS,21.9,125.3,70,960,65.626,81.843
MEGI,2016-09-26 15:00:00,TS,22.2,124.8,70,960,65.626,81.843
MEGI,2016-09-26 18:00:00,TS,22.5,124.4,80,950,79.072,87.899
MEGI,2016-09-26 21:00:00,TS,22.8,123.7,80,950,79.072,87.899
MEGI,2016-09-27 00:00:00,TS,23.3,123.3,85,945,84.969,90.495
MEGI,2016-09-27 03:00:00,TS,23.7,122.5,85,945,84.969,90.495
MEGI,2016-09-27 06:00:00,TS,24.1,121.6,80,950,79.072,87.899
MEGI,2016-09-27 09:00:00,TS,23.8,120.9,75,960,72.95,81.843
MEGI,2016-09-27 12:00:00,TS,23.9,120.6,65,965,59.318,78.285
MEGI,2016-09-27 18:00:00,TS,24.4,119.6,55,975,43.392,69.456
MEGI,2016-09-28 00:00:00,TS,25,118.1,45,985,22.064,55.687
MEGI,2016-09-28 06:00:00,TS,25.3,117,35,990,0,48.188
MEGI,2016-09-28 12:00:00,TS,25.4,116.7,0,994,-100,39.314
MEGI,2016-09-28 18:00:00,TS,25.6,116.6,0,998,-100,27.967
MEGI,2016-09-29 00:00:00,TS,25.9,116.5,0,1002,-100,15.757
MEGI,2016-09-29 06:00:00,TS,26.5,117.2,0,1002,-100,15.757
CHABA,2016-09-24 18:00:00,TS,14.9,164.6,0,1008,-100,1.521
CHABA,2016-09-25 00:00:00,TS,14.5,163.4,0,1008,-100,1.521
CHABA,2016-09-25 06:00:00,TS,14.7,162.2,0,1008,-100,1.521
CHABA,2016-09-25 12:00:00,TS,15.1,161,0,1008,-100,1.521
CHABA,2016-09-25 18:00:00,TS,15.6,160,0,1008,-100,1.521
CHABA,2016-09-26 00:00:00,TS,15.9,159,0,1008,-100,1.521
CHABA,2016-09-26 06:00:00,TS,15.9,158,0,1008,-100,1.521
CHABA,2016-09-26 12:00:00,TS,15.8,156.2,0,1008,-100,1.521
CHABA,2016-09-26 18:00:00,TS,15.3,154.5,0,1008,-100,1.521
CHABA,2016-09-27 00:00:00,TS,14.6,153.3,0,1008,-100,1.521
CHABA,2016-09-27 06:00:00,TS,14.4,152,0,1006,-100,4.459
CHABA,2016-09-27 12:00:00,TS,14.3,151,0,1004,-100,8.39
CHABA,2016-09-27 18:00:00,TS,14.3,149.8,0,1004,-100,8.39
CHABA,2016-09-28 00:00:00,TS,14.4,148.1,0,1004,-100,8.39
CHABA,2016-09-28 06:00:00,TS,14.4,146.5,0,1004,-100,8.39
CHABA,2016-09-28 12:00:00,TS,14.5,145.5,0,1004,-100,8.39
CHABA,2016-09-28 18:00:00,TS,14.4,144.4,0,1002,-100,15.757
CHABA,2016-09-29 00:00:00,TS,14.3,143.4,0,1002,-100,15.757
CHABA,2016-09-29 06:00:00,TS,13.7,141.8,35,1000,0,21.041
CHABA,2016-09-29 12:00:00,TS,13.5,140.5,35,1000,0,21.041
CHABA,2016-09-29 18:00:00,TS,13.4,139.2,45,992,22.064,43.677
CHABA,2016-09-30 00:00:00,TS,13.8,138.1,50,990,33.442,48.188
CHABA,2016-09-30 06:00:00,TS,14.3,137.4,50,990,33.442,48.188
CHABA,2016-09-30 12:00:00,TS,14.8,136.7,50,990,33.442,48.188
CHABA,2016-09-30 18:00:00,TS,15.4,136,55,985,43.392,55.687
CHABA,2016-10-01 00:00:00,TS,16.1,135.2,55,985,43.392,55.687
CHABA,2016-10-01 06:00:00,TS,16.8,134.4,60,980,51.677,63.058
CHABA,2016-10-01 12:00:00,TS,17.6,133.4,70,970,65.626,74.253
CHABA,2016-10-01 18:00:00,TS,18.5,132.6,80,955,79.072,85.158
CHABA,2016-10-02 00:00:00,TS,19.7,131.5,95,935,93.258,94.489
CHABA,2016-10-02 06:00:00,TS,20.8,130.4,95,935,93.258,94.489
CHABA,2016-10-02 12:00:00,TS,21.8,129.2,95,935,93.258,94.489
CHABA,2016-10-02 18:00:00,TS,22.8,128.3,95,935,93.258,94.489
CHABA,2016-10-02 21:00:00,TS,23.3,127.9,95,935,93.258,94.489
CHABA,2016-10-03 00:00:00,TS,23.8,127.6,100,925,95.689,96.982
CHABA,2016-10-03 03:00:00,TS,24.5,127.3,100,925,95.689,96.982
CHABA,2016-10-03 06:00:00,TS,24.9,127,110,915,98.664,98.663
CHABA,2016-10-03 09:00:00,TS,25.4,126.9,115,905,99.576,99.447
CHABA,2016-10-03 12:00:00,TS,25.8,126.8,115,905,99.576,99.447
CHABA,2016-10-03 15:00:00,TS,26.2,126.6,115,905,99.576,99.447
CHABA,2016-10-03 18:00:00,TS,26.8,126.4,110,910,98.664,99.097
CHABA,2016-10-03 21:00:00,TS,27.3,126.3,100,920,95.689,98.004
CHABA,2016-10-04 00:00:00,TS,27.9,126.2,95,925,93.258,96.982
CHABA,2016-10-04 03:00:00,TS,28.5,126.1,95,925,93.258,96.982
CHABA,2016-10-04 06:00:00,TS,29.4,126,85,940,84.969,92.587
CHABA,2016-10-04 09:00:00,TS,30.2,125.9,80,950,79.072,87.899
CHABA,2016-10-04 12:00:00,TS,31,126,80,950,79.072,87.899
CHABA,2016-10-04 15:00:00,TS,31.7,126.3,75,960,72.95,81.843
CHABA,2016-10-04 18:00:00,TS,32.7,126.6,70,965,65.626,78.285
CHABA,2016-10-04 21:00:00,TS,33.3,127.2,70,965,65.626,78.285
CHABA,2016-10-05 00:00:00,TS,34.4,128.1,65,970,59.318,74.253
CHABA,2016-10-05 03:00:00,TS,35.4,129.4,55,985,43.392,55.687
CHABA,2016-10-05 06:00:00,TS,36.1,131.1,50,990,33.442,48.188
CHABA,2016-10-05 09:00:00,TS,37.3,133.8,45,992,22.064,43.677
CHABA,2016-10-05 12:00:00,ET,38.7,136.7,0,996,-100,33.112
CHABA,2016-10-05 18:00:00,ET,39.4,143.4,0,998,-100,27.967
CHABA,2016-10-06 00:00:00,ET,41.1,148.8,0,992,-100,43.677
CHABA,2016-10-06 06:00:00,ET,41.8,153.5,0,988,-100,54.58
CHABA,2016-10-06 12:00:00,ET,42.9,158.7,0,984,-100,62.283
CHABA,2016-10-06 18:00:00,ET,44.2,164.2,0,980,-100,63.058
CHABA,2016-10-07 00:00:00,ET,45.7,170,0,972,-100,74.031
CHABA,2016-10-07 06:00:00,ET,47.8,175.1,0,960,-100,81.843
CHABA,2016-10-07 12:00:00,ET,50.2,179.2,0,956,-100,85.116
ULIKA,2016-09-25 12:00:00,DS,11.8,-137.4,25,1009,5.031,9.984
ULIKA,2016-09-25 18:00:00,DS,11.5,-138.1,25,1008,5.031,15.951
ULIKA,2016-09-26 00:00:00,DS,11.3,-138.6,25,1008,5.031,15.951
ULIKA,2016-09-26 06:00:00,TS,11.2,-139.1,30,1007,17.645,21.551
ULIKA,2016-09-26 12:00:00,TS,11.3,-139.7,30,1006,17.645,26.919
ULIKA,2016-09-26 18:00:00,TS,11.5,-140.2,30,1005,17.645,32.311
ULIKA,2016-09-27 00:00:00,TS,11.6,-140.4,30,1005,17.645,32.311
ULIKA,2016-09-27 06:00:00,TS,11.9,-140.4,35,1004,32.623,38.284
ULIKA,2016-09-27 12:00:00,TS,12.2,-140.2,45,999,50.436,56.052
ULIKA,2016-09-27 18:00:00,TS,12.6,-139.8,50,997,58.682,59.766
ULIKA,2016-09-28 00:00:00,TS,13.1,-139.4,55,995,64.412,63.38
ULIKA,2016-09-28 06:00:00,TS,13.6,-139.1,65,992,74.042,69.087
ULIKA,2016-09-28 12:00:00,TS,14.1,-138.8,65,992,74.042,69.087
ULIKA,2016-09-28 18:00:00,TS,14.8,-138.7,60,994,69.835,65.466
ULIKA,2016-09-29 00:00:00,TS,15.5,-138.8,55,997,64.412,59.766
ULIKA,2016-09-29 06:00:00,TS,16,-139.1,50,1000,58.682,51.359
ULIKA,2016-09-29 12:00:00,TS,16.5,-139.5,45,1003,50.436,42.121
ULIKA,2016-09-29 18:00:00,TS,16.9,-139.9,40,1006,42.727,26.919
ULIKA,2016-09-30 00:00:00,TS,17.5,-140.6,35,1008,32.623,15.951
ULIKA,2016-09-30 06:00:00,TS,17.9,-141.3,30,1009,17.645,9.984
ULIKA,2016-09-30 12:00:00,DS,18.2,-142.1,30,1010,17.645,5.681
ULIKA,2016-09-30 18:00:00,DS,18.5,-142.9,30,1011,17.645,3.78
ULIKA,2016-10-01 00:00:00,DS,18.6,-144,30,1012,17.645,2.14
ULIKA,2016-10-01 06:00:00,DS,18.7,-145.3,25,1013,5.031,1.348
ULIKA,2016-10-01 12:00:00,DS,18.7,-146.9,25,1013,5.031,1.348
ULIKA,2016-10-01 18:00:00,DS,18.5,-148.8,25,1013,5.031,1.348
ULIKA,2016-10-02 00:00:00,DS,17.7,-150.5,25,1013,5.031,1.348
ULIKA,2016-10-02 06:00:00,DS,17.1,-152.1,25,1013,5.031,1.348
ULIKA,2016-10-02 12:00:00,DS,16.6,-153.6,25,1013,5.031,1.348
ULIKA,2016-10-02 18:00:00,DS,16,-155,25,1014,5.031,0.775
ULIKA,2016-10-03 00:00:00,DS,15.4,-156.5,25,1014,5.031,0.775
ROSLYN,2016-09-25 12:00:00,TS,15.3,-119.7,30,1006,17.645,26.919
ROSLYN,2016-09-25 18:00:00,TS,15.8,-119.7,30,1005,17.645,32.311
ROSLYN,2016-09-26 00:00:00,TS,16.2,-119.7,35,1005,32.623,32.311
ROSLYN,2016-09-26 06:00:00,TS,16.5,-119.6,40,1003,42.727,42.121
ROSLYN,2016-09-26 12:00:00,TS,16.7,-119.4,45,999,50.436,56.052
ROSLYN,2016-09-26 18:00:00,TS,16.8,-119,45,999,50.436,56.052
ROSLYN,2016-09-27 00:00:00,TS,17,-118.6,45,999,50.436,56.052
ROSLYN,2016-09-27 06:00:00,TS,17.5,-118.1,40,1003,42.727,42.121
ROSLYN,2016-09-27 12:00:00,TS,18,-117.5,40,1003,42.727,42.121
ROSLYN,2016-09-27 18:00:00,TS,18.5,-116.8,40,1003,42.727,42.121
ROSLYN,2016-09-28 00:00:00,TS,19.2,-116.1,35,1004,32.623,38.284
ROSLYN,2016-09-28 06:00:00,TS,20,-115.5,35,1005,32.623,32.311
ROSLYN,2016-09-28 12:00:00,TS,20.7,-115.2,35,1006,32.623,26.919
ROSLYN,2016-09-28 18:00:00,TS,21.3,-115.1,35,1007,32.623,21.551
ROSLYN,2016-09-29 00:00:00,TS,21.8,-115.1,30,1007,17.645,21.551
ROSLYN,2016-09-29 06:00:00,TS,22.5,-115.2,25,1008,5.031,15.951
ROSLYN,2016-09-29 12:00:00,DS,23.2,-115.4,25,1010,5.031,5.681
ROSLYN,2016-09-29 18:00:00,DS,23.8,-115.7,20,1012,0.874,2.14
ROSLYN,2016-09-30 00:00:00,DS,24.2,-116,15,1012,0.189,2.14
ROSLYN,2016-09-30 06:00:00,DS,24.4,-116.5,15,1014,0.189,0.775
ROSLYN,2016-09-30 12:00:00,DS,24.3,-116.9,15,1014,0.189,0.775
ROSLYN,2016-09-30 18:00:00,DS,24,-117.2,15,1014,0.189,0.775
MATTHEW,2016-09-28 12:00:00,TS,13.4,-59.8,50,1009,58.682,9.984
MATTHEW,2016-09-28 18:00:00,TS,13.6,-61.2,50,1008,58.682,15.951
MATTHEW,2016-09-29 00:00:00,TS,13.9,-62.6,55,1004,64.412,38.284
MATTHEW,2016-09-29 06:00:00,TS,14,-64,55,1002,64.412,45.642
MATTHEW,2016-09-29 12:00:00,TS,14.1,-65.5,60,995,69.835,63.38
MATTHEW,2016-09-29 18:00:00,TS,14.2,-66.9,65,993,74.042,67.996
MATTHEW,2016-09-30 00:00:00,TS,14.2,-68.1,70,987,78.944,75.141
MATTHEW,2016-09-30 06:00:00,TS,14,-69.3,85,979,87.386,83.38
MATTHEW,2016-09-30 12:00:00,TS,13.8,-70.4,100,968,92.94,90.116
MATTHEW,2016-09-30 18:00:00,TS,13.5,-71.2,120,955,97.803,94.709
MATTHEW,2016-10-01 00:00:00,TS,13.4,-71.9,145,942,99.8,97.777
MATTHEW,2016-10-01 06:00:00,TS,13.4,-72.5,140,942,99.574,97.777
MATTHEW,2016-10-01 12:00:00,TS,13.4,-73.1,135,944,99.376,97.507
MATTHEW,2016-10-01 18:00:00,TS,13.4,-73.3,130,942,99.04,97.777
MATTHEW,2016-10-02 00:00:00,TS,13.5,-73.5,130,940,99.04,98.106
MATTHEW,2016-10-02 06:00:00,TS,13.7,-73.9,125,941,98.469,97.963
MATTHEW,2016-10-02 12:00:00,TS,14,-74.3,130,947,99.04,96.925
MATTHEW,2016-10-02 18:00:00,TS,14.2,-74.7,135,945,99.376,97.271
MATTHEW,2016-10-03 00:00:00,TS,14.5,-75,130,944,99.04,97.507
MATTHEW,2016-10-03 06:00:00,TS,14.9,-75,125,942,98.469,97.777
MATTHEW,2016-10-03 12:00:00,TS,15.4,-75,125,941,98.469,97.963
MATTHEW,2016-10-03 18:00:00,TS,15.9,-74.9,125,938,98.469,98.363
MATTHEW,2016-10-04 00:00:00,TS,16.6,-74.6,130,934,99.04,98.898
MATTHEW,2016-10-04 06:00:00,TS,17.5,-74.4,130,934,99.04,98.898
MATTHEW,2016-10-04 11:00:00,TS,18.3,-74.3,130,935,99.04,98.662
MATTHEW,2016-10-04 12:00:00,TS,18.4,-74.3,125,937,98.469,98.463
MATTHEW,2016-10-04 18:00:00,TS,19.3,-74.3,120,947,97.803,96.925
MATTHEW,2016-10-05 00:00:00,TS,20.1,-74.3,115,949,96.564,96.286
MATTHEW,2016-10-05 06:00:00,TS,20.7,-74.4,110,960,95.559,92.985
MATTHEW,2016-10-05 12:00:00,TS,21.4,-74.8,105,962,94.649,92.369
MATTHEW,2016-10-05 18:00:00,TS,22.2,-75.4,105,963,94.649,92.14
MATTHEW,2016-10-06 00:00:00,TS,23,-76,105,960,94.649,92.985
MATTHEW,2016-10-06 06:00:00,TS,23.8,-76.7,110,952,95.559,95.467
MATTHEW,2016-10-06 12:00:00,TS,24.7,-77.5,120,937,97.803,98.463
MATTHEW,2016-10-06 18:00:00,TS,25.7,-78.3,120,937,97.803,98.463
MATTHEW,2016-10-07 00:00:00,TS,26.7,-79,115,937,96.564,98.463
MATTHEW,2016-10-07 06:00:00,TS,27.7,-79.7,110,939,95.559,98.26
MATTHEW,2016-10-07 12:00:00,TS,28.9,-80.3,105,944,94.649,97.507
MATTHEW,2016-10-07 18:00:00,TS,29.7,-80.7,100,946,92.94,97.071
MATTHEW,2016-10-08 00:00:00,TS,30.7,-80.6,95,949,91.67,96.286
MATTHEW,2016-10-08 06:00:00,TS,31.6,-80.6,85,953,87.386,95.281
MATTHEW,2016-10-08 09:00:00,TS,32.1,-80.5,85,957,87.386,94.259
MATTHEW,2016-10-08 12:00:00,TS,32.5,-79.9,80,963,85.15,92.14
MATTHEW,2016-10-08 15:00:00,TS,33,-79.5,75,967,82.043,90.559
MATTHEW,2016-10-08 18:00:00,TS,33.5,-79,70,973,78.944,87.168
MATTHEW,2016-10-09 00:00:00,TS,33.9,-77.3,70,981,78.944,81.437
MATTHEW,2016-10-09 06:00:00,TS,34.7,-76,70,983,78.944,79.919
MATTHEW,2016-10-09 12:00:00,ET,35,-74.5,65,984,74.042,78.971
MATTHEW,2016-10-09 18:00:00,ET,35.2,-72.8,60,987,69.835,75.141
MATTHEW,2016-10-10 00:00:00,ET,35.3,-71.1,55,990,64.412,71.294
SONGDA,2016-10-04 00:00:00,TS,16.5,178.8,0,1008,-100,1.521
SONGDA,2016-10-04 06:00:00,TS,16.4,177.6,0,1006,-100,4.459
SONGDA,2016-10-04 12:00:00,TS,16.6,176.7,0,1006,-100,4.459
SONGDA,2016-10-04 18:00:00,TS,17.3,175.9,0,1006,-100,4.459
SONGDA,2016-10-05 00:00:00,TS,18,174.7,0,1008,-100,1.521
SONGDA,2016-10-05 06:00:00,TS,18.1,173.1,0,1008,-100,1.521
SONGDA,2016-10-05 12:00:00,TS,18,171.5,0,1008,-100,1.521
SONGDA,2016-10-05 18:00:00,TS,17.9,170.3,0,1006,-100,4.459
SONGDA,2016-10-06 00:00:00,TS,17.9,168.7,0,1008,-100,1.521
SONGDA,2016-10-06 06:00:00,TS,18,167,0,1006,-100,4.459
SONGDA,2016-10-06 12:00:00,TS,18,165.5,0,1008,-100,1.521
SONGDA,2016-10-06 18:00:00,TS,18.1,164.4,0,1008,-100,1.521
SONGDA,2016-10-07 00:00:00,TS,18.2,163.4,0,1008,-100,1.521
SONGDA,2016-10-07 06:00:00,TS,18.6,161.8,0,1006,-100,4.459
SONGDA,2016-10-07 12:00:00,TS,18.9,160.4,0,1006,-100,4.459
SONGDA,2016-10-07 18:00:00,TS,19.2,158.7,0,1006,-100,4.459
SONGDA,2016-10-08 00:00:00,TS,19.3,157.3,0,1004,-100,8.39
SONGDA,2016-10-08 06:00:00,TS,19.5,155.8,0,1002,-100,15.757
SONGDA,2016-10-08 12:00:00,TS,19.9,154.4,35,1000,0,21.041
SONGDA,2016-10-08 18:00:00,TS,20.6,152.7,35,1000,0,21.041
SONGDA,2016-10-09 00:00:00,TS,21.2,151.3,35,1000,0,21.041
SONGDA,2016-10-09 06:00:00,TS,22.1,150,40,996,10.928,33.112
SONGDA,2016-10-09 12:00:00,TS,23.2,148.5,45,990,22.064,48.188
SONGDA,2016-10-09 18:00:00,TS,24,147.3,55,980,43.392,63.058
SONGDA,2016-10-10 00:00:00,TS,24.7,146.4,65,970,59.318,74.253
SONGDA,2016-10-10 06:00:00,TS,25.5,145.9,80,955,79.072,85.158
SONGDA,2016-10-10 12:00:00,TS,26.3,145.8,90,940,89.463,92.587
SONGDA,2016-10-10 18:00:00,TS,27.2,145.8,95,930,93.258,95.859
SONGDA,2016-10-11 00:00:00,TS,27.8,146,90,935,89.463,94.489
SONGDA,2016-10-11 06:00:00,TS,28.5,146.7,90,935,89.463,94.489
SONGDA,2016-10-11 12:00:00,TS,29.2,147.5,95,930,93.258,95.859
SONGDA,2016-10-11 18:00:00,TS,30.3,148.9,100,925,95.689,96.982
SONGDA,2016-10-12 00:00:00,TS,31.3,151,100,925,95.689,96.982
SONGDA,2016-10-12 06:00:00,TS,32.6,153.7,90,935,89.463,94.489
SONGDA,2016-10-12 12:00:00,TS,33.9,156.8,85,945,84.969,90.495
SONGDA,2016-10-12 18:00:00,TS,35.8,161.1,75,955,72.95,85.158
SONGDA,2016-10-13 00:00:00,TS,38.1,166.3,65,970,59.318,74.253
SONGDA,2016-10-13 06:00:00,ET,40.3,171.1,0,988,-100,54.58
SONGDA,2016-10-13 12:00:00,ET,41.7,176.5,0,992,-100,43.677
NICOLE,2016-10-04 06:00:00,TS,23.2,-59.8,35,1007,32.623,21.551
NICOLE,2016-10-04 12:00:00,TS,23.5,-60.3,40,1005,42.727,32.311
NICOLE,2016-10-04 18:00:00,TS,23.8,-60.7,45,1002,50.436,45.642
NICOLE,2016-10-05 00:00:00,TS,24.1,-61.2,45,1001,50.436,49.193
NICOLE,2016-10-05 06:00:00,TS,24.4,-61.7,45,1001,50.436,49.193
NICOLE,2016-10-05 12:00:00,TS,24.7,-62.5,45,1001,50.436,49.193
NICOLE,2016-10-05 18:00:00,TS,25.1,-63.3,50,1000,58.682,51.359
NICOLE,2016-10-06 00:00:00,TS,25.7,-63.9,50,999,58.682,56.052
NICOLE,2016-10-06 06:00:00,TS,26.2,-64.5,55,995,64.412,63.38
NICOLE,2016-10-06 12:00:00,TS,26.7,-64.8,60,991,69.835,70.415
NICOLE,2016-10-06 18:00:00,TS,27.3,-65.1,75,980,82.043,82.079
NICOLE,2016-10-07 00:00:00,TS,27.5,-65.2,90,969,89.126,89.833
NICOLE,2016-10-07 06:00:00,TS,27.6,-65.2,75,970,82.043,88.582
NICOLE,2016-10-07 12:00:00,TS,27.6,-65.2,60,985,69.835,77.843
NICOLE,2016-10-07 18:00:00,TS,27.2,-65.3,55,992,64.412,69.087
NICOLE,2016-10-08 00:00:00,TS,26.6,-65.4,50,997,58.682,59.766
NICOLE,2016-10-08 06:00:00,TS,26,-65.5,40,1002,42.727,45.642
NICOLE,2016-10-08 12:00:00,TS,25.5,-65.6,40,1002,42.727,45.642
NICOLE,2016-10-08 18:00:00,TS,25,-65.7,45,1000,50.436,51.359
NICOLE,2016-10-09 00:00:00,TS,24.6,-65.6,45,999,50.436,56.052
NICOLE,2016-10-09 06:00:00,TS,24.1,-65.5,55,996,64.412,62.059
NICOLE,2016-10-09 12:00:00,TS,24,-65.4,55,993,64.412,67.996
NICOLE,2016-10-09 18:00:00,TS,24.1,-65.3,55,992,64.412,69.087
NICOLE,2016-10-10 00:00:00,TS,24.3,-65.2,50,992,58.682,69.087
NICOLE,2016-10-10 06:00:00,TS,24.8,-65.2,50,992,58.682,69.087
NICOLE,2016-10-10 12:00:00,TS,25.4,-65.2,50,992,58.682,69.087
NICOLE,2016-10-10 18:00:00,TS,26,-65.3,50,992,58.682,69.087
NICOLE,2016-10-11 00:00:00,TS,26.5,-65.5,50,992,58.682,69.087
NICOLE,2016-10-11 06:00:00,TS,26.8,-65.6,50,991,58.682,70.415
NICOLE,2016-10-11 12:00:00,TS,27.1,-65.8,60,987,69.835,75.141
NICOLE,2016-10-11 18:00:00,TS,27.2,-66.2,70,980,78.944,82.079
NICOLE,2016-10-12 00:00:00,TS,27.4,-66.6,75,976,82.043,85.417
NICOLE,2016-10-12 06:00:00,TS,27.6,-66.8,85,973,87.386,87.168
NICOLE,2016-10-12 12:00:00,TS,28,-66.9,95,969,91.67,89.833
NICOLE,2016-10-12 18:00:00,TS,28.7,-66.8,105,962,94.649,92.369
NICOLE,2016-10-13 00:00:00,TS,29.6,-66.5,115,954,96.564,95.078
NICOLE,2016-10-13 06:00:00,TS,30.6,-66.2,120,950,97.803,95.917
NICOLE,2016-10-13 12:00:00,TS,31.6,-65.3,110,956,95.559,94.476
NICOLE,2016-10-13 15:00:00,TS,32.3,-64.7,105,959,94.649,93.777
NICOLE,2016-10-13 18:00:00,TS,33,-63.9,95,962,91.67,92.369
NICOLE,2016-10-14 00:00:00,TS,34,-62.1,85,967,87.386,90.559
NICOLE,2016-10-14 06:00:00,TS,34.9,-60.5,75,972,82.043,87.74
NICOLE,2016-10-14 12:00:00,TS,35.6,-58.9,70,975,78.944,85.94
NICOLE,2016-10-14 18:00:00,TS,36.4,-56.5,65,977,74.042,84.828
NICOLE,2016-10-15 00:00:00,TS,37.2,-54.2,65,974,74.042,86.745
NICOLE,2016-10-15 06:00:00,TS,38,-52.6,75,965,82.043,91.214
NICOLE,2016-10-15 12:00:00,TS,38.7,-51.1,75,960,82.043,92.985
NICOLE,2016-10-15 18:00:00,TS,39,-49.8,75,961,82.043,92.772
NICOLE,2016-10-16 00:00:00,TS,39.3,-48.7,75,961,82.043,92.772
NICOLE,2016-10-16 06:00:00,TS,39.1,-48,70,962,78.944,92.369
NICOLE,2016-10-16 12:00:00,TS,38.9,-47.2,70,963,78.944,92.14
NICOLE,2016-10-16 18:00:00,TS,39.4,-46.4,65,964,74.042,91.813
NICOLE,2016-10-17 00:00:00,TS,40.1,-45.8,65,965,74.042,91.214
NICOLE,2016-10-17 06:00:00,TS,40.6,-45.5,65,965,74.042,91.214
NICOLE,2016-10-17 12:00:00,TS,40.9,-45.1,65,966,74.042,90.855
NICOLE,2016-10-17 18:00:00,TS,41.8,-43.6,65,966,74.042,90.855
NICOLE,2016-10-18 00:00:00,TS,43.5,-41.9,60,966,69.835,90.855
NICOLE,2016-10-18 06:00:00,TS,45.6,-39.7,55,966,64.412,90.855
NICOLE,2016-10-18 12:00:00,ET,49,-38.5,55,966,64.412,90.855
NICOLE,2016-10-18 18:00:00,ET,53,-38.5,50,967,58.682,90.559
